image_name,yield
crop_00095.png,7.33
crop_00096.png,5.62
crop_00097.png,8.07
crop_00098.png,4.18
crop_00099.png,14.96
crop_00100.png,4.94
crop_00101.png,11.07
crop_00102.png,17.04
crop_00103.png,0.43
crop_00104.png,2.8
crop_00105.png,0.64
crop_00106.png,0.76
crop_00107.png,0.41
crop_00108.png,6.05
crop_00109.png,4.83
crop_00110.png,1.22
crop_00111.png,0.6
crop_00112.png,0.83
crop_00113.png,6.52
crop_00114.png,2.82
crop_00115.png,10.57
crop_00116.png,17.26
crop_00117.png,1.61
crop_00118.png,0.63
crop_00119.png,0.51
crop_00120.png,2.19
crop_00121.png,3.58
crop_00122.png,0.55
crop_00123.png,8.81
crop_00124.png,0.77
crop_00125.png,16.28
crop_00126.png,0.67
crop_00127.png,0.62
crop_00128.png,4.61
crop_00129.png,7.33
crop_00130.png,0.27
crop_00131.png,1.31
crop_00132.png,0.1
crop_00133.png,2.1
crop_00134.png,16.33
crop_00135.png,3.3
crop_00136.png,28.1
crop_00137.png,21.63
crop_00138.png,3.5
crop_00139.png,20.35
crop_00140.png,10.87
crop_00141.png,2.5
crop_00142.png,35.03
crop_00143.png,25.13
crop_00144.png,22.73
crop_00145.png,8.27
crop_00146.png,16.25
crop_00147.png,3.0
crop_00148.png,22.56
crop_00149.png,24.0
crop_00150.png,5.33
crop_00151.png,3.05
crop_00152.png,32.55
crop_00153.png,22.76
crop_00154.png,1.2
crop_00155.png,3.25
crop_00156.png,1.77
crop_00157.png,10.23
crop_00158.png,6.26
crop_00159.png,0.12
crop_00160.png,0.81
crop_00161.png,0.25
crop_00162.png,0.52
crop_00163.png,1.12
crop_00164.png,6.48
crop_00165.png,0.24
crop_00166.png,3.81
crop_00167.png,1.62
crop_00168.png,1.62
crop_00169.png,5.0
crop_00170.png,2.08
crop_00171.png,5.89
crop_00172.png,0.06
crop_00173.png,5.38
crop_00174.png,2.47
crop_00175.png,14.05
crop_00176.png,1.75
crop_00177.png,0.72
crop_00178.png,1.18
crop_00179.png,2.15
crop_00180.png,6.72
crop_00181.png,0.58
crop_00182.png,0.87
crop_00183.png,0.69
crop_00184.png,3.89
crop_00185.png,8.0
crop_00186.png,0.58
crop_00187.png,1.22
crop_00188.png,0.32
crop_00189.png,12.44
crop_00190.png,1.35
crop_00191.png,4.09
crop_00192.png,7.41
crop_00193.png,4.36
crop_00194.png,1.79
crop_00195.png,9.99
crop_00196.png,0.38
crop_00197.png,12.23
crop_00198.png,10.35
crop_00199.png,0.28
crop_00200.png,0.7
crop_00201.png,2.88
crop_00202.png,1.68
crop_00203.png,2.1
crop_00204.png,10.19
crop_00205.png,1.89
crop_00206.png,3.79
crop_00207.png,0.73
crop_00208.png,2.01
crop_00209.png,2.82
crop_00210.png,2.67
crop_00211.png,4.22
crop_00212.png,5.24
crop_00213.png,0.91
crop_00214.png,1.44
crop_00215.png,3.81
crop_00216.png,0.15
crop_00217.png,1.15
crop_00218.png,1.0
crop_00219.png,1.33
crop_00220.png,0.55
crop_00221.png,1.56
crop_00222.png,6.66
crop_00223.png,26.35
crop_00224.png,4.32
crop_00225.png,3.9
crop_00226.png,2.84
crop_00227.png,0.29
crop_00228.png,0.36
crop_00229.png,1.27
crop_00230.png,0.38
crop_00231.png,6.83
crop_00232.png,4.42
crop_00233.png,0.78
crop_00234.png,1.01
crop_00235.png,0.95
crop_00236.png,0.36
crop_00237.png,8.1
crop_00238.png,7.82
crop_00239.png,0.51
crop_00240.png,7.67
crop_00241.png,2.72
crop_00242.png,9.62
crop_00243.png,0.16
crop_00244.png,3.46
crop_00245.png,8.48
crop_00246.png,2.8
crop_00247.png,0.24
crop_00248.png,0.43
crop_00249.png,0.73
crop_00250.png,0.6
crop_00251.png,19.22
crop_00252.png,15.21
crop_00253.png,1.6
crop_00254.png,19.81
crop_00255.png,0.52
crop_00256.png,20.72
crop_00257.png,0.68
crop_00258.png,0.6
crop_00259.png,15.81
crop_00260.png,8.05
crop_00261.png,0.36
crop_00262.png,3.98
crop_00263.png,3.24
crop_00264.png,2.9
crop_00265.png,11.61
crop_00266.png,1.4
crop_00267.png,0.38
crop_00268.png,1.9
crop_00269.png,0.85
crop_00270.png,8.43
crop_00271.png,0.65
crop_00272.png,2.4
crop_00273.png,31.28
crop_00274.png,0.55
crop_00275.png,0.64
crop_00276.png,5.57
crop_00277.png,1.78
crop_00278.png,5.75
crop_00279.png,20.0
crop_00280.png,18.34
crop_00281.png,0.23
crop_00282.png,0.94
crop_00283.png,4.24
crop_00284.png,16.02
crop_00285.png,8.89
crop_00286.png,1.0
crop_00287.png,1.68
crop_00288.png,0.43
crop_00289.png,23.75
crop_00290.png,4.19
crop_00291.png,14.45
crop_00292.png,13.75
crop_00293.png,1.01
crop_00294.png,1.93
crop_00295.png,1.77
crop_00296.png,17.67
crop_00297.png,0.79
crop_00298.png,0.8
crop_00299.png,0.68
crop_00300.png,0.58
crop_00301.png,0.3
crop_00302.png,1.98
crop_00303.png,5.81
crop_00304.png,14.61
crop_00305.png,12.5
crop_00306.png,0.65
crop_00307.png,7.17
crop_00308.png,6.88
crop_00309.png,0.46
crop_00310.png,1.11
crop_00311.png,9.92
crop_00312.png,23.09
crop_00313.png,8.67
crop_00314.png,4.53
crop_00315.png,48.7
crop_00316.png,8.84
crop_00317.png,6.69
crop_00318.png,7.5
crop_00319.png,8.0
crop_00320.png,21.79
crop_00321.png,11.53
crop_00322.png,9.59
crop_00323.png,11.21
crop_00324.png,0.29
crop_00325.png,0.8
crop_00326.png,21.15
crop_00327.png,2.89
crop_00328.png,38.72
crop_00329.png,1.61
crop_00330.png,29.42
crop_00331.png,0.96
crop_00332.png,4.58
crop_00333.png,0.45
crop_00334.png,6.41
crop_00335.png,1.75
crop_00336.png,7.82
crop_00337.png,0.5
crop_00338.png,13.28
crop_00339.png,0.76
crop_00340.png,0.16
crop_00341.png,0.49
crop_00342.png,0.82
crop_00343.png,8.62
crop_00344.png,0.59
crop_00345.png,5.36
crop_00346.png,1.1
crop_00347.png,3.27
crop_00348.png,19.91
crop_00349.png,1.56
crop_00350.png,23.17
crop_00351.png,0.43
crop_00352.png,2.26
crop_00353.png,11.13
crop_00354.png,3.53
crop_00355.png,0.61
crop_00356.png,39.59
crop_00357.png,0.26
crop_00358.png,7.55
crop_00359.png,0.51
crop_00360.png,1.01
crop_00361.png,1.23
crop_00362.png,0.6
crop_00363.png,1.57
crop_00364.png,0.38
crop_00365.png,0.82
crop_00366.png,7.13
crop_00367.png,3.83
crop_00368.png,15.12
crop_00369.png,20.0
crop_00370.png,5.81
crop_00371.png,7.89
crop_00372.png,20.0
crop_00373.png,0.41
crop_00374.png,14.6
crop_00375.png,8.65
crop_00376.png,13.93
crop_00377.png,1.46
crop_00378.png,0.62
crop_00379.png,9.47
crop_00380.png,1.19
crop_00381.png,7.49
crop_00382.png,8.63
crop_00383.png,0.35
crop_00384.png,0.42
crop_00385.png,2.05
crop_00386.png,0.13
crop_00387.png,3.34
crop_00388.png,1.13
crop_00389.png,0.2
crop_00390.png,14.51
crop_00391.png,1.6
crop_00392.png,13.0
crop_00393.png,12.42
crop_00394.png,19.67
crop_00395.png,6.71
crop_00396.png,15.14
crop_00397.png,4.7
crop_00398.png,12.42
crop_00399.png,5.66
crop_00400.png,2.44
crop_00401.png,0.48
crop_00402.png,8.6
crop_00403.png,4.14
crop_00404.png,1.0
crop_00405.png,5.25
crop_00406.png,0.45
crop_00407.png,1.49
crop_00408.png,9.69
crop_00409.png,36.29
crop_00410.png,2.61
crop_00411.png,9.64
crop_00412.png,29.61
crop_00413.png,0.75
crop_00414.png,0.44
crop_00415.png,1.23
crop_00416.png,20.19
crop_00417.png,37.0
crop_00418.png,1.02
crop_00419.png,1.32
crop_00420.png,30.11
crop_00421.png,1.01
crop_00422.png,1.23
crop_00423.png,1.35
crop_00424.png,0.34
crop_00425.png,1.63
crop_00426.png,0.54
crop_00427.png,4.85
crop_00428.png,0.5
crop_00429.png,7.01
crop_00430.png,11.47
crop_00431.png,0.17
crop_00432.png,18.37
crop_00433.png,0.55
crop_00434.png,2.21
crop_00435.png,4.76
crop_00436.png,4.55
crop_00437.png,14.16
crop_00438.png,0.65
crop_00439.png,1.65
crop_00440.png,1.1
crop_00441.png,0.63
crop_00442.png,9.22
crop_00443.png,0.78
crop_00444.png,0.43
crop_00445.png,3.26
crop_00446.png,6.02
crop_00447.png,4.61
crop_00448.png,8.02
crop_00449.png,1.04
crop_00450.png,3.65
crop_00451.png,5.09
crop_00452.png,1.26
crop_00453.png,0.23
crop_00454.png,0.24
crop_00455.png,5.19
crop_00456.png,5.57
crop_00457.png,10.94
crop_00458.png,2.35
crop_00459.png,0.87
crop_00460.png,1.46
crop_00461.png,4.97
crop_00462.png,9.33
crop_00463.png,11.91
crop_00464.png,0.9
crop_00465.png,5.14
crop_00466.png,11.19
crop_00467.png,0.12
crop_00468.png,1.01
crop_00469.png,0.54
crop_00470.png,1.4
crop_00471.png,0.51
crop_00472.png,1.27
crop_00473.png,4.19
crop_00474.png,1.14
crop_00475.png,0.85
crop_00476.png,0.46
crop_00477.png,0.25
crop_00478.png,2.82
crop_00479.png,1.01
crop_00480.png,0.23
crop_00481.png,2.83
crop_00482.png,26.45
crop_00483.png,0.71
crop_00484.png,0.65
crop_00485.png,1.14
crop_00486.png,0.69
crop_00487.png,0.64
crop_00488.png,10.07
crop_00489.png,6.61
crop_00490.png,1.05
crop_00491.png,31.82
crop_00492.png,4.42
crop_00493.png,4.4
crop_00494.png,1.0
crop_00495.png,7.63
crop_00496.png,10.5
crop_00497.png,8.4
crop_00498.png,0.9
crop_00499.png,7.43
crop_00500.png,5.37
crop_00501.png,2.51
crop_00502.png,0.27
crop_00503.png,4.76
crop_00504.png,6.09
crop_00505.png,7.0
crop_00506.png,1.57
crop_00507.png,11.87
crop_00508.png,3.9
crop_00509.png,4.82
crop_00510.png,24.12
crop_00511.png,1.38
crop_00512.png,24.2
crop_00513.png,9.35
crop_00514.png,3.46
crop_00515.png,13.94
crop_00516.png,2.4
crop_00517.png,22.69
crop_00518.png,2.62
crop_00519.png,7.46
crop_00520.png,15.39
crop_00521.png,1.21
crop_00522.png,25.26
crop_00523.png,1.51
crop_00524.png,1.23
crop_00525.png,26.97
crop_00526.png,6.77
crop_00527.png,46.61
crop_00528.png,13.91
crop_00529.png,26.42
crop_00530.png,9.79
crop_00531.png,1.03
crop_00532.png,3.82
crop_00533.png,24.9
crop_00534.png,8.83
crop_00535.png,20.85
crop_00536.png,14.57
crop_00537.png,2.0
crop_00538.png,23.09
crop_00539.png,13.11
crop_00540.png,28.65
crop_00541.png,1.85
crop_00542.png,18.73
crop_00543.png,1.2
crop_00544.png,9.07
crop_00545.png,1.22
crop_00546.png,1.23
crop_00547.png,2.44
crop_00548.png,1.1
crop_00549.png,44.31
crop_00550.png,7.0
crop_00551.png,2.95
crop_00552.png,6.49
crop_00553.png,10.66
crop_00554.png,0.89
crop_00555.png,0.88
crop_00556.png,13.44
crop_00557.png,0.64
crop_00558.png,3.06
crop_00559.png,0.56
crop_00560.png,8.48
crop_00561.png,3.94
crop_00562.png,8.65
crop_00563.png,7.53
crop_00564.png,6.54
crop_00565.png,7.81
crop_00566.png,5.44
crop_00567.png,1.42
crop_00568.png,0.79
crop_00569.png,0.65
crop_00570.png,2.4
crop_00571.png,8.85
crop_00572.png,5.48
crop_00573.png,13.35
crop_00574.png,4.67
crop_00575.png,1.3
crop_00576.png,0.35
crop_00577.png,1.39
crop_00578.png,12.47
crop_00579.png,1.65
crop_00580.png,3.38
crop_00581.png,5.77
crop_00582.png,7.7
crop_00583.png,11.45
crop_00584.png,31.68
crop_00585.png,1.83
crop_00586.png,0.88
crop_00587.png,1.74
crop_00588.png,0.42
crop_00589.png,1.91
crop_00590.png,1.49
crop_00591.png,45.35
crop_00592.png,0.87
crop_00593.png,3.33
crop_00594.png,2.66
crop_00595.png,3.35
crop_00596.png,11.5
crop_00597.png,5.58
crop_00598.png,18.5
crop_00599.png,3.0
crop_00600.png,1.43
crop_00601.png,0.95
crop_00602.png,0.46
crop_00603.png,25.86
crop_00604.png,12.1
crop_00605.png,5.74
crop_00606.png,0.96
crop_00607.png,5.51
crop_00608.png,3.85
crop_00609.png,6.66
crop_00610.png,5.07
crop_00611.png,1.0
crop_00612.png,7.16
crop_00613.png,23.69
crop_00614.png,1.95
crop_00615.png,2.71
crop_00616.png,2.34
crop_00617.png,2.39
crop_00618.png,12.64
crop_00619.png,24.98
crop_00620.png,17.1
crop_00621.png,8.72
crop_00622.png,3.87
crop_00623.png,2.81
crop_00624.png,13.73
crop_00625.png,2.41
crop_00626.png,1.92
crop_00627.png,0.38
crop_00628.png,4.5
crop_00629.png,5.27
crop_00630.png,33.3
crop_00631.png,0.12
crop_00632.png,10.73
crop_00633.png,5.16
crop_00634.png,7.61
crop_00635.png,8.11
crop_00636.png,1.15
crop_00637.png,25.18
crop_00638.png,4.86
crop_00639.png,0.6
crop_00640.png,1.67
crop_00641.png,29.36
crop_00642.png,47.63
crop_00643.png,14.53
crop_00644.png,25.16
crop_00645.png,11.65
crop_00646.png,1.08
crop_00647.png,5.45
crop_00648.png,1.06
crop_00649.png,29.46
crop_00650.png,6.33
crop_00651.png,10.36
crop_00652.png,5.38
crop_00653.png,6.92
crop_00654.png,1.96
crop_00655.png,12.19
crop_00656.png,0.53
crop_00657.png,1.08
crop_00658.png,6.84
crop_00659.png,8.0
crop_00660.png,6.94
crop_00661.png,0.1
crop_00662.png,14.78
crop_00663.png,29.47
crop_00664.png,9.6
crop_00665.png,5.42
crop_00666.png,41.9
crop_00667.png,0.2
crop_00668.png,6.5
crop_00669.png,4.09
crop_00670.png,4.03
crop_00671.png,4.73
crop_00672.png,5.53
crop_00673.png,1.38
crop_00674.png,0.96
crop_00675.png,1.42
crop_00676.png,1.54
crop_00677.png,5.36
crop_00678.png,0.61
crop_00679.png,1.78
crop_00680.png,3.63
crop_00681.png,5.99
crop_00682.png,7.45
crop_00683.png,6.61
crop_00684.png,0.74
crop_00685.png,3.22
crop_00686.png,2.62
crop_00687.png,3.07
crop_00688.png,2.01
crop_00689.png,13.99
crop_00690.png,2.79
crop_00691.png,1.62
crop_00692.png,1.46
crop_00693.png,15.43
crop_00694.png,6.21
crop_00695.png,1.81
crop_00696.png,1.64
crop_00697.png,19.08
crop_00698.png,0.43
crop_00699.png,13.26
crop_00700.png,2.75
crop_00701.png,18.89
crop_00702.png,18.03
crop_00703.png,25.61
crop_00704.png,14.15
crop_00705.png,1.29
crop_00706.png,10.09
crop_00707.png,2.0
crop_00708.png,1.95
crop_00709.png,2.1
crop_00710.png,0.28
crop_00711.png,0.73
crop_00712.png,11.02
crop_00713.png,15.41
crop_00714.png,4.36
crop_00715.png,13.17
crop_00716.png,3.53
crop_00717.png,5.71
crop_00718.png,11.58
crop_00719.png,1.0
crop_00720.png,10.97
crop_00721.png,2.51
crop_00722.png,0.96
crop_00723.png,12.2
crop_00724.png,8.7
crop_00725.png,0.56
crop_00726.png,2.15
crop_00727.png,10.53
crop_00728.png,1.71
crop_00729.png,1.01
crop_00730.png,5.42
crop_00731.png,7.22
crop_00732.png,0.62
crop_00733.png,1.89
crop_00734.png,7.87
crop_00735.png,13.67
crop_00736.png,3.0
crop_00737.png,10.63
crop_00738.png,6.17
crop_00739.png,29.88
crop_00740.png,5.09
crop_00741.png,27.69
crop_00742.png,0.8
crop_00743.png,13.09
crop_00744.png,47.07
crop_00745.png,5.81
crop_00746.png,4.48
crop_00747.png,12.43
crop_00748.png,0.73
crop_00749.png,5.02
crop_00750.png,4.52
crop_00751.png,12.68
crop_00752.png,2.49
crop_00753.png,0.55
crop_00754.png,15.28
crop_00755.png,0.96
crop_00756.png,0.52
crop_00757.png,1.51
crop_00758.png,0.8
crop_00759.png,9.73
crop_00760.png,1.13
crop_00761.png,15.72
crop_00762.png,18.19
crop_00763.png,25.49
crop_00764.png,20.08
crop_00765.png,11.69
crop_00766.png,30.01
crop_00767.png,16.01
crop_00768.png,3.76
crop_00769.png,0.55
crop_00770.png,1.86
crop_00771.png,27.31
crop_00772.png,8.79
crop_00773.png,10.91
crop_00774.png,14.83
crop_00775.png,11.52
crop_00776.png,15.93
crop_00777.png,21.91
crop_00778.png,19.09
crop_00779.png,15.56
crop_00780.png,17.58
crop_00781.png,12.31
crop_00782.png,15.78
crop_00783.png,4.2
crop_00784.png,5.0
crop_00785.png,13.19
crop_00786.png,20.71
crop_00787.png,18.57
crop_00788.png,14.17
crop_00789.png,8.19
crop_00790.png,31.33
crop_00791.png,1.41
crop_00792.png,8.83
crop_00793.png,11.34
crop_00794.png,3.5
crop_00795.png,7.16
crop_00796.png,10.38
crop_00797.png,14.91
crop_00798.png,14.72
crop_00799.png,4.07
crop_00800.png,31.01
crop_00801.png,11.34
crop_00802.png,6.31
crop_00803.png,9.53
crop_00804.png,46.1
crop_00805.png,18.33
crop_00806.png,1.75
crop_00807.png,14.18
crop_00808.png,48.59
crop_00809.png,6.3
crop_00810.png,4.75
crop_00811.png,0.79
crop_00812.png,22.34
crop_00813.png,4.67
crop_00814.png,9.65
crop_00815.png,16.14
crop_00816.png,18.12
crop_00817.png,8.39
crop_00818.png,24.73
crop_00819.png,3.41
crop_00820.png,20.22
crop_00821.png,3.42
crop_00822.png,0.93
crop_00823.png,1.84
crop_00824.png,18.25
crop_00825.png,5.67
crop_00826.png,1.39
crop_00827.png,47.28
crop_00828.png,0.85
crop_00829.png,5.0
crop_00830.png,5.91
crop_00831.png,0.88
crop_00832.png,11.78
crop_00833.png,4.09
crop_00834.png,10.91
crop_00835.png,5.71
crop_00836.png,2.8
crop_00837.png,10.53
crop_00838.png,0.44
crop_00839.png,16.75
crop_00840.png,0.51
crop_00841.png,1.36
crop_00842.png,0.83
crop_00843.png,1.04
crop_00844.png,1.36
crop_00845.png,1.51
crop_00846.png,11.73
crop_00847.png,16.16
crop_00848.png,1.48
crop_00849.png,7.69
crop_00850.png,2.97
crop_00851.png,21.77
crop_00852.png,21.23
crop_00853.png,2.88
crop_00854.png,41.6
crop_00855.png,4.34
crop_00856.png,2.08
crop_00857.png,2.94
crop_00858.png,2.05
crop_00859.png,32.11
crop_00860.png,22.26
crop_00861.png,16.61
crop_00862.png,8.57
crop_00863.png,5.19
crop_00864.png,0.91
crop_00865.png,24.97
crop_00866.png,1.4
crop_00867.png,11.31
crop_00868.png,23.11
crop_00869.png,1.71
crop_00870.png,20.0
crop_00871.png,8.5
crop_00872.png,7.65
crop_00873.png,1.14
crop_00874.png,6.7
crop_00875.png,15.0
crop_00876.png,29.08
crop_00877.png,14.13
crop_00878.png,19.8
crop_00879.png,25.0
crop_00880.png,30.56
crop_00881.png,37.6
crop_00882.png,5.45
crop_00883.png,5.57
crop_00884.png,8.89
crop_00885.png,7.85
crop_00886.png,12.86
crop_00887.png,10.72
crop_00888.png,13.43
crop_00889.png,0.04
crop_00890.png,31.53
crop_00891.png,0.91
crop_00892.png,4.56
crop_00893.png,6.98
crop_00894.png,5.27
crop_00895.png,11.46
crop_00896.png,17.07
crop_00897.png,7.44
crop_00898.png,2.64
crop_00899.png,7.43
crop_00900.png,2.69
crop_00901.png,23.05
crop_00902.png,21.71
crop_00903.png,1.97
crop_00904.png,26.25
crop_00905.png,0.79
crop_00906.png,23.42
crop_00907.png,2.87
crop_00908.png,1.43
crop_00909.png,9.78
crop_00910.png,10.43
crop_00911.png,4.01
crop_00912.png,8.03
crop_00913.png,18.6
crop_00914.png,1.25
crop_00915.png,2.23
crop_00916.png,18.94
crop_00917.png,13.22
crop_00918.png,17.62
crop_00919.png,3.67
crop_00920.png,17.2
crop_00921.png,0.53
crop_00922.png,21.85
crop_00923.png,22.01
crop_00924.png,0.29
crop_00925.png,17.47
crop_00926.png,22.08
crop_00927.png,22.45
crop_00928.png,12.87
crop_00929.png,19.98
crop_00930.png,19.47
crop_00931.png,2.31
crop_00932.png,0.95
crop_00933.png,21.37
crop_00934.png,15.02
crop_00935.png,0.96
crop_00936.png,4.96
crop_00937.png,22.1
crop_00938.png,2.1
crop_00939.png,10.18
crop_00940.png,5.21
crop_00941.png,1.02
crop_00942.png,0.8
crop_00943.png,1.43
crop_00944.png,4.91
crop_00945.png,5.53
crop_00946.png,3.59
crop_00947.png,2.19
crop_00948.png,1.69
crop_00949.png,0.8
crop_00950.png,15.31
crop_00951.png,2.31
crop_00952.png,27.69
crop_00953.png,5.73
crop_00954.png,2.19
crop_00955.png,8.66
crop_00956.png,15.67
crop_00957.png,16.2
crop_00958.png,2.27
crop_00959.png,3.35
crop_00960.png,2.13
crop_00961.png,30.21
crop_00962.png,1.47
crop_00963.png,17.42
crop_00964.png,3.32
crop_00965.png,12.3
crop_00966.png,1.35
crop_00967.png,3.17
crop_00968.png,40.0
crop_00969.png,0.71
crop_00970.png,5.7
crop_00971.png,1.78
crop_00972.png,1.23
crop_00973.png,5.28
crop_00974.png,0.69
crop_00975.png,0.94
crop_00976.png,1.53
crop_00977.png,10.45
crop_00978.png,4.95
crop_00979.png,1.01
crop_00980.png,10.88
crop_00981.png,1.77
crop_00982.png,38.76
crop_00983.png,10.25
crop_00984.png,2.16
crop_00985.png,2.05
crop_00986.png,10.45
crop_00987.png,0.81
crop_00988.png,7.98
crop_00989.png,14.96
crop_00990.png,1.14
crop_00991.png,9.3
crop_00992.png,1.51
crop_00993.png,4.07
crop_00994.png,1.49
crop_00995.png,6.56
crop_00996.png,8.45
crop_00997.png,0.74
crop_00998.png,12.7
crop_00999.png,10.42
crop_01000.png,0.35
crop_01001.png,8.2
crop_01002.png,0.39
crop_01003.png,8.62
crop_01004.png,0.06
crop_01005.png,8.11
crop_01006.png,0.23
crop_01007.png,3.29
crop_01008.png,3.63
crop_01009.png,0.76
crop_01010.png,1.62
crop_01011.png,3.76
crop_01012.png,22.25
crop_01013.png,1.69
crop_01014.png,7.87
crop_01015.png,22.44
crop_01016.png,7.55
crop_01017.png,29.35
crop_01018.png,33.77
crop_01019.png,10.69
crop_01020.png,1.01
crop_01021.png,19.22
crop_01022.png,3.89
crop_01023.png,26.39
crop_01024.png,24.4
crop_01025.png,13.42
crop_01026.png,2.43
crop_01027.png,1.19
crop_01028.png,1.62
crop_01029.png,1.87
crop_01030.png,21.9
crop_01031.png,0.03
crop_01032.png,4.51
crop_01033.png,6.32
crop_01034.png,21.07
crop_01035.png,25.87
crop_01036.png,10.5
crop_01037.png,27.1
crop_01038.png,1.8
crop_01039.png,17.07
crop_01040.png,10.47
crop_01041.png,17.53
crop_01042.png,24.16
crop_01043.png,1.4
crop_01044.png,17.88
crop_01045.png,2.35
crop_01046.png,9.02
crop_01047.png,20.86
crop_01048.png,18.77
crop_01049.png,0.13
crop_01050.png,3.5
crop_01051.png,1.37
crop_01052.png,10.42
crop_01053.png,5.0
crop_01054.png,1.18
crop_01055.png,21.64
crop_01056.png,6.0
crop_01057.png,1.0
crop_01058.png,33.0
crop_01059.png,10.12
crop_01060.png,2.44
crop_01061.png,0.7
crop_01062.png,4.07
crop_01063.png,6.02
crop_01064.png,1.7
crop_01065.png,0.29
crop_01066.png,32.56
crop_01067.png,4.0
crop_01068.png,3.65
crop_01069.png,1.79
crop_01070.png,3.19
crop_01071.png,2.84
crop_01072.png,6.85
crop_01073.png,1.05
crop_01074.png,16.47
crop_01075.png,2.33
crop_01076.png,2.54
crop_01077.png,3.58
crop_01078.png,0.91
crop_01079.png,1.73
crop_01080.png,35.17
crop_01081.png,1.22
crop_01082.png,3.09
crop_01083.png,2.23
crop_01084.png,0.77
crop_01085.png,2.6
crop_01086.png,13.28
crop_01087.png,22.21
crop_01088.png,12.04
crop_01089.png,7.05
crop_01090.png,10.08
crop_01091.png,0.48
crop_01092.png,0.44
crop_01093.png,1.16
crop_01094.png,1.74
crop_01095.png,1.06
crop_01096.png,0.62
crop_01097.png,0.24
crop_01098.png,0.77
crop_01099.png,6.12
crop_01100.png,5.44
crop_01101.png,13.15
crop_01102.png,0.19
crop_01103.png,9.93
crop_01104.png,19.27
crop_01105.png,0.62
crop_01106.png,0.91
crop_01107.png,22.24
crop_01108.png,35.36
crop_01109.png,29.65
crop_01110.png,8.04
crop_01111.png,12.46
crop_01112.png,0.87
crop_01113.png,26.95
crop_01114.png,0.12
crop_01115.png,2.39
crop_01116.png,30.88
crop_01117.png,1.26
crop_01118.png,7.05
crop_01119.png,7.08
crop_01120.png,4.36
crop_01121.png,3.48
crop_01122.png,1.25
crop_01123.png,7.68
crop_01124.png,5.43
crop_01125.png,4.5
crop_01126.png,1.57
crop_01127.png,5.43
crop_01128.png,10.82
crop_01129.png,27.06
crop_01130.png,6.15
crop_01131.png,2.93
crop_01132.png,2.86
crop_01133.png,21.15
crop_01134.png,9.73
crop_01135.png,47.76
crop_01136.png,15.24
crop_01137.png,3.46
crop_01138.png,37.13
crop_01139.png,3.01
crop_01140.png,27.11
crop_01141.png,5.31
crop_01142.png,23.22
crop_01143.png,23.22
crop_01144.png,18.36
crop_01145.png,18.63
crop_01146.png,15.94
crop_01147.png,12.95
crop_01148.png,2.05
crop_01149.png,4.38
crop_01150.png,28.13
crop_01151.png,0.66
crop_01152.png,2.24
crop_01153.png,41.7
crop_01154.png,10.42
crop_01155.png,0.99
crop_01156.png,34.88
crop_01157.png,8.23
crop_01158.png,2.69
crop_01159.png,18.94
crop_01160.png,1.0
crop_01161.png,6.91
crop_01162.png,16.47
crop_01163.png,5.0
crop_01164.png,0.62
